3.515 27.939603117645575 1
7.835 27.939603117645575 2
1.635 1.7654714563612535 1
6.475 1.7654714563612535 2
0.935 18.11986514122659 1
5.805 18.11986514122659 2
15.035 34.93350035354627 2
7.945 24.898707481801686 1
14.625 24.898707481801686 2
14.135 42.145147563437355 2
5.735 42.145147563437355 1
1.8772 11.105884193471963 1
4.0072 11.105884193471963 2
5.3072 38.903770491119374 1
10.4772 38.903770491119374 2
1.4272 2.175770721514154 1
2.8572 2.175770721514154 2
4.6972 38.83647898595781 1
8.5672 38.83647898595781 2
2.7372 25.896947586048757 1
4.8572 25.896947586048757 2
8.9572 39.38460756344133 1
9.1272 39.38460756344133 2
5.7072 32.53099007501454 1
9.9072 32.53099007501454 2
11.3472 61.19098942642706 1
20.2772 61.19098942642706 2
9.4272 49.38598284121273 1
16.8372 49.38598284121273 2
8.1172 42.79449899878048 1
14.9772 42.79449899878048 2
3.2392 11.105884193471963 1
5.4892 11.105884193471963 2
7.0492 38.903770491119374 1
11.5792 38.903770491119374 2
2.6992 2.175770721514154 1
4.0992 2.175770721514154 2
10.2492 38.83647898595781 2
6.0792 25.896947586048757 2
3.9792 25.896947586048757 1
6.7992 39.38460756344133 1
10.3292 39.38460756344133 2
6.9992 32.53099007501454 1
11.2892 32.53099007501454 2
1.9915 11.105884193471963 1
4.2015 11.105884193471963 2
5.5115 38.903770491119374 1
10.3215 38.903770491119374 2
1.5315 2.175770721514154 1
2.9115 2.175770721514154 2
4.8315 38.83647898595781 1
8.6415 38.83647898595781 2
2.7715 25.896947586048757 1
4.8515 25.896947586048757 2
5.3315 39.38460756344133 1
9.1715 39.38460756344133 2
5.7815 32.53099007501454 1
10.0815 32.53099007501454 2
11.5915 61.19098942642706 1
20.3615 61.19098942642706 2
9.5615 49.38598284121273 1
16.9615 49.38598284121273 2
8.2215 42.79449899878048 1
15.6815 42.79449899878048 2
0.2201 2.175770721514154 1
1.6201 2.175770721514154 2
7.0301 38.83647898595781 1
12.3401 38.83647898595781 2
3.4701 25.896947586048757 1
8.0201 25.896947586048757 2
7.6701 39.38460756344133 1
8.1701 39.38460756344133 2
13.2101 32.53099007501454 2
0.2199 1.7654714563612535 1
7.1699 18.11986514122659 1
10.3099 18.11986514122659 2
0.8099 24.898707481801686 1
3.8099 24.898707481801686 2
3.0881 11.105884193471963 1
4.8481 11.105884193471963 2
6.8681 38.903770491119374 1
11.4781 38.903770491119374 2
2.6481 2.175770721514154 1
4.0281 2.175770721514154 2
5.9781 38.83647898595781 1
9.6581 38.83647898595781 2
3.9681 25.896947586048757 1
5.9781 25.896947586048757 2
6.4481 39.38460756344133 1
10.3981 39.38460756344133 2
6.9281 32.53099007501454 1
11.1681 32.53099007501454 2
18.0081 49.38598284121273 2
3.1456 11.105884193471963 1
5.0356 11.105884193471963 2
6.7456 38.903770491119374 1
11.4156 38.903770491119374 2
2.6956 2.175770721514154 1
4.0656 2.175770721514154 2
6.0256 38.83647898595781 1
9.6956 38.83647898595781 2
4.0956 25.896947586048757 1
6.1456 25.896947586048757 2
6.5056 39.38460756344133 1
10.2956 39.38460756344133 2
6.9456 32.53099007501454 1
11.2656 32.53099007501454 2
18.0356 49.38598284121273 2
16.5556 42.79449899878048 2
