2021 01 26 21 36 34.130 37.1512  -3.7301   0.000 12.11   34  61.293  2.422      1
2021 01 26 21 44 19.527 37.1343  -3.7543   0.000 12.05   32  61.957  2.552      2
2021 01 26 21 54 55.528 37.1678  -3.7962   1.000 12.27   33  61.293  4.002      3
