date,fname,year,month,day,net,station,flag,tt,date_time,weight,amplitude,phase,channel
20210126,ES.EADA.S,2021,1,26,ES,EADA,1,78296.47,2021-01-26T21:44:56.470000,0.5554537177085876,975694687.5,S,HHZ
20210126,ES.EADA.S,2021,1,26,ES,EADA,1,78891.18999999999,2021-01-26T21:54:51.190000,0.3589290678501129,10936995.056152344,S,HHZ
20210126,ES.EADA.S,2021,1,26,ES,EADA,1,79109.15,2021-01-26T21:58:29.150000,0.5176839828491211,75363532.71484375,S,HHZ
20210126,ES.EALB.P,2021,1,26,ES,EALB,1,78282.11,2021-01-26T21:44:42.110000,0.3264335095882416,63499801.26953125,P,HHE
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,77692.04999999999,2021-01-26T21:34:52.050000,0.319443017244339,15366761.71875,S,HHE
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,78300.26999999999,2021-01-26T21:45:00.270000,0.3073415160179138,218258599.609375,S,HHE
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,78938.34999999999,2021-01-26T21:55:38.350000,0.32458066940307617,595983273.4375,S,HHE
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,80082.0,2021-01-26T22:14:42.000000,0.8453006744384766,13413254.638671875,S,HHE
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,80666.89,2021-01-26T22:24:26.890000,0.3323843777179718,13098187.927246094,S,HHE
20210126,ES.EALB.P,2021,1,26,ES,EALB,1,77817.23,2021-01-26T21:36:57.230000,0.5418283939361572,127708737.3046875,P,HHN
20210126,ES.EALB.P,2021,1,26,ES,EALB,1,78282.67,2021-01-26T21:44:42.670000,0.5805615186691284,117062537.109375,P,HHN
20210126,ES.EALB.P,2021,1,26,ES,EALB,1,78919.39,2021-01-26T21:55:19.390000,0.32717546820640564,157538811.5234375,P,HHN
20210126,ES.EALB.P,2021,1,26,ES,EALB,1,79601.40999999999,2021-01-26T22:06:41.410000,0.8718525171279907,24407263.549804688,P,HHN
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,75737.70999999999,2021-01-26T21:02:17.710000,0.3960939347743988,12048169.738769531,S,HHN
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,76368.34999999999,2021-01-26T21:12:48.350000,0.5156684517860413,13883339.84375,S,HHN
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,76403.75,2021-01-26T21:13:23.750000,0.35947293043136597,12888862.060546875,S,HHN
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,76448.54999999999,2021-01-26T21:14:08.550000,0.3393681049346924,17025808.959960938,S,HHN
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,77692.01,2021-01-26T21:34:52.010000,0.4948377311229706,15003015.625,S,HHN
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,77835.7,2021-01-26T21:37:15.700000,0.3108295500278473,292717699.21875,S,HHN
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,78302.26999999999,2021-01-26T21:45:02.270000,0.3438803255558014,291950546.875,S,HHN
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,78597.51,2021-01-26T21:49:57.510000,0.4410337507724762,14115976.684570312,S,HHN
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,78939.47,2021-01-26T21:55:39.470000,0.36327657103538513,818297898.4375,S,HHN
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,79604.56999999999,2021-01-26T22:06:44.570000,0.8892042636871338,24407263.549804688,S,HHN
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,80082.01999999999,2021-01-26T22:14:42.020000,0.7481914162635803,12834773.681640625,S,HHN
20210126,ES.EALB.S,2021,1,26,ES,EALB,1,80997.06999999999,2021-01-26T22:29:57.070000,0.5171211361885071,11901921.325683594,S,HHN
20210126,ES.EALB.P,2021,1,26,ES,EALB,1,77816.75,2021-01-26T21:36:56.750000,0.8344643712043762,115235503.90625,P,HHZ
20210126,ES.EALB.P,2021,1,26,ES,EALB,1,78282.11,2021-01-26T21:44:42.110000,0.6341753602027893,128676170.8984375,P,HHZ
20210126,ES.EALB.P,2021,1,26,ES,EALB,1,78919.15,2021-01-26T21:55:19.150000,0.5861005783081055,179451009.765625,P,HHZ
20210126,ES.EALB.P,2021,1,26,ES,EALB,1,79225.06,2021-01-26T22:00:25.060000,0.30838388204574585,22159563.232421875,P,HHZ
